feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127
-0.08517992496490479,0.13853444159030914,0.06681951880455017,-0.07072778791189194,-0.16656436026096344,0.004663988947868347,-0.048974744975566864,-0.08682668954133987,0.17363221943378448,-0.1406855583190918,0.223790243268013,-0.06939888745546341,-0.27589285373687744,-0.027935322374105453,-0.06820410490036011,0.23744897544384003,-0.16743536293506622,-0.10265550762414932,-0.014761722646653652,0.05939962714910507,0.12591977417469025,0.060569945722818375,0.038133423775434494,0.06376244872808456,-0.06480330228805542,-0.3808601498603821,-0.11331617832183838,-0.0906517505645752,-0.042201846837997437,-0.10662338137626648,-0.07791825383901596,0.0403565913438797,-0.14042019844055176,-0.07719257473945618,-0.021819988265633583,0.07571059465408325,-0.07242847979068756,-0.1407165676355362,0.14591515064239502,0.019121937453746796,-0.30644893646240234,0.03255028277635574,0.025570038706064224,0.21330343186855316,0.10902848094701767,0.02569431997835636,0.05340331792831421,-0.1763133704662323,0.0801578164100647,-0.1900004893541336,0.032959092408418655,0.11821351945400238,0.03421565517783165,0.0584065206348896,0.016977719962596893,-0.12770377099514008,0.041605785489082336,0.10451523959636688,-0.15234671533107758,-0.022419188171625137,0.13786333799362183,-0.06920377165079117,0.01645817793905735,-0.1109510213136673,0.22311300039291382,0.12246512621641159,-0.08936955779790878,-0.15306487679481506,0.13837142288684845,-0.11073790490627289,-0.11231545358896255,0.0817108228802681,-0.14472375810146332,-0.1804896593093872,-0.22082872688770294,0.016388216987252235,0.39276769757270813,0.10632845014333725,-0.13924215734004974,0.007208630442619324,-0.05663851648569107,-0.012242728844285011,0.09949024021625519,0.20596690475940704,0.038747698068618774,0.016454141587018967,-0.08089935034513474,0.03960032761096954,0.20362724363803864,-0.11134421825408936,0.006205287761986256,0.2436835616827011,0.02276649698615074,0.08216813951730728,0.03374563530087471,0.05770348757505417,-0.08907865732908249,0.0903237834572792,-0.09383971244096756,0.022904839366674423,0.06836012750864029,-0.05571027845144272,-0.04809338226914406,0.10165336728096008,-0.12361380457878113,0.12289805710315704,-0.02225007861852646,0.00587810855358839,0.045744527131319046,-0.03925614058971405,-0.0669153481721878,-0.034902773797512054,0.1379888504743576,-0.1864527463912964,0.21179121732711792,0.14031672477722168,0.008318223990499973,0.10910765826702118,0.10134544968605042,0.13506701588630676,-0.018034547567367554,-0.1042768657207489,-0.27901679277420044,-0.02926630713045597,0.1741894781589508,-0.030686507001519203,0.06034272164106369,-0.019147710874676704
